PERCENT_WA,STATEFP,COUNTYFP
0,23,9
0,23,9
0,23,29
0,23,29
0,41,23
0,41,23
0,16,3
0,16,3
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,85
0,16,85
0,16,59
0,16,59
0,16,59
0,30,1
0,56,29
0,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0,56,5
0,56,33
0,56,5
2.83450779687815,56,5
0,56,11
0,56,11
0,56,11
0,46,19
0,46,137
0,46,137
0,46,137
0,46,137
0,46,41
0.312699607829637,46,41
0.306192483023141,46,41
0.306192483023141,46,117
0,46,115
0,46,115
0,46,115
0,46,57
0.020706010269461,46,29
0.020706010269461,46,57
0,46,57
0.15690019451948,27,23
0,27,129
0.06646683311102,27,85
0.06646683311102,27,85
0,27,19
0.346562043709513,27,19
0.346562043709513,27,139
0,27,37
0,27,163
2.729055057102343,27,37
2.729055057102343,27,163
0.398647698388895,55,33
0.398647698388895,55,93
0,55,33
0,55,33
0,55,33
0,55,33
0.151261316662315,55,17
0.151261316662315,55,35
0,55,17
0,55,35
0,55,19
0,55,73
0,55,73
0.043476411742506,55,115
0,55,83
0,26,135
0,26,1
0,26,1
0,26,1
0,36,89
0,36,33
0,50,11
0,50,11
0,50,11
0,50,19
0,50,19
0,50,19
0,50,19
0,33,7
0,23,7
0,23,25
0,23,25
0.136081799916412,23,25
0,23,25
0,23,25
0.145103556423102,23,25
0,23,19
0,23,19
0,23,19
0,23,19
0.08594069845538,23,19
0,23,9
0,23,29
0,23,29
0,23,29
0,41,23
0,41,23
0,41,23
0,41,23
0.620057212446086,41,1
0,16,3
0,16,3
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,85
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,56,3
0,56,29
0.645538122450841,56,3
0,56,3
0,56,3
0,56,33
0,56,33
0,56,33
0.974030554441446,56,33
0.01662131337126,56,33
0,56,33
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,137
0,46,137
0,46,93
0,46,137
0,46,137
0,46,137
0,46,137
0,46,41
0,46,117
0.313820985104626,46,41
0.313820985104626,46,117
0.420784576273287,46,41
0.420784576273287,46,119
0.419779275668181,46,41
0.419779275668181,46,119
0,46,119
0,46,119
0,46,59
0,46,69
0,46,59
0,46,59
0,46,59
0,46,115
0,46,25
0,46,115
0,46,25
0,46,115
0,46,25
0,46,25
0,27,129
0.070429887864275,27,85
2.73020565135005,27,37
2.73020565135005,27,163
0,55,93
0.121829757245418,55,33
0.272271419867075,55,33
0,55,73
0,55,73
0,55,73
0.420677025815483,55,73
0,26,55
0,26,1
0,36,89
0,36,89
0.04133372846021,36,19
0.04133372846021,36,33
0,50,11
0,50,15
0,50,11
0,50,15
0,50,9
0,50,9
0,50,9
0,33,7
0,50,9
0,33,7
0,33,7
0,23,17
0,23,17
0,23,7
0,23,7
0,23,7
0,23,25
0,23,7
0,23,25
0,23,25
0.076049769250244,23,25
0.123435127908228,23,25
0.114419462818307,23,25
0,23,25
0.141990809248934,23,25
0,23,25
0,23,25
0,23,19
0,23,19
0,23,19
0,23,19
0,23,19
0,23,9
0,23,9
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,41,23
0.006063665041183,41,1
0,16,87
0,41,1
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,85
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,30,1
0,30,31
0,56,29
0,56,29
0.226463670987469,56,3
0,56,3
0,56,33
0.016649781972474,56,33
0,56,33
0,56,5
0,56,11
0,56,11
0,46,19
0,46,19
0,46,93
0,46,93
0,46,137
0,46,137
0,46,137
0,46,137
0.419985734945005,46,41
0.419985734945005,46,119
0,46,41
0,46,119
0,46,119
0,46,59
0,46,59
0,46,59
0,46,115
0,46,115
0,46,115
0,46,115
0.523418492380849,27,173
0.124892863231913,27,129
0,27,129
0.275034993519188,55,33
0.275226272693236,55,33
0.278680376484723,55,33
0.278680376484723,55,35
0,55,35
0.208695868072565,55,35
0.083008891777436,55,35
0.397603481597621,55,19
0,55,73
0,26,19
0,26,55
0,26,55
0,26,89
0,26,55
0,26,89
0,26,55
0,26,39
0,26,39
0,26,135
0,26,135
0,36,89
1.225678553544319,36,89
0.177770157484085,36,89
0,36,33
0,36,19
0,50,13
0,50,13
0,50,11
0,50,13
0,50,11
0,50,19
0,50,19
0,50,19
0,50,19
0,33,7
0.019271532427457,23,17
0,23,7
0,23,17
0,23,17
0,23,7
0,23,25
0,23,19
0,23,19
0,23,19
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,16,87
0,16,87
0,16,87
0,16,87
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,37
0,16,59
0,16,59
0,16,59
0,30,1
0,30,57
0,56,29
0,56,5
0,56,33
2.936011564030365,56,5
0,56,11
0.101745785653672,56,11
0,46,93
0,46,137
0,46,137
0,46,137
0,46,59
0,46,59
0,46,115
0.020111949035324,46,57
0,27,129
0,27,37
0,27,53
0,55,93
0,55,93
0.377180450972554,55,33
0,55,33
0,55,33
0,55,33
0.135863848362952,55,35
0.218840524132503,55,35
0,55,35
0,55,19
0,55,19
0,55,115
0,55,115
0,26,19
0,26,89
0,26,19
0,26,89
0.106328643737717,26,55
0,26,55
0,26,79
0.092973454656489,36,89
0,36,33
0,36,33
0,36,19
0,50,11
0,50,11
0,50,11
0,50,11
0,50,15
0,50,15
0,50,19
0,50,19
0,50,9
0,50,9
0,33,7
0,33,7
0,33,7
0,23,17
0,33,7
0,23,7
0,23,17
0,23,17
0,23,7
0.114265659141655,23,25
0,23,25
0,23,25
0,23,25
0.26941485247487,23,25
0.135525982425205,23,25
0.142554509299432,23,25
0,23,9
0,23,9
0,23,9
0,23,29
0,23,29
0,41,23
0.622019793451317,16,87
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,56,3
1.000586316038719,56,33
0,56,5
0,56,5
0,56,5
0,56,11
0,56,11
0,46,19
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,41
0,46,117
0,46,117
0,46,25
0,46,39
0,46,39
0,46,39
0,27,173
0,27,129
0,27,129
0,27,129
0.269417362648656,27,129
0.119002591449408,27,129
0,27,85
0,27,85
0,55,33
0.269540523919771,55,33
0,55,73
0,55,73
0,26,79
0,26,39
0,26,79
0,26,39
0,26,39
0,26,39
0,26,39
0.43240205160388,26,39
0.43240205160388,26,137
0,26,1
0,36,89
0,36,89
0,36,19
0,36,19
0,36,19
0,36,19
0,36,19
0,36,19
0,36,19
0,50,11
0,50,15
0,33,7
0,50,9
0.050305464619463,33,7
0.050305464619463,50,9
0,33,7
0,23,25
0,23,25
0.214374632030468,23,25
0.214374632030468,23,25
0.214374632030468,23,27
0,23,19
0,23,19
0,23,19
0,23,19
0,23,19
0,23,9
0,23,9
0,23,9
0,23,29
0,23,29
0,41,23
0,41,23
0.185570009200958,16,87
0.185570009200958,41,1
0.623517853338463,16,87
0,16,85
0,56,33
0,56,33
0,56,33
0,56,5
0,56,11
0,56,11
0,46,19
0,46,19
0,46,19
0,46,93
0,46,93
0,46,93
0,46,93
0,46,137
0,46,119
0,46,69
0,46,119
0,46,59
0,46,59
0.032992980398853,27,129
0,27,129
0,27,129
0,27,85
0.099168089107221,27,85
0,27,19
0.344793567107193,27,19
0.344793567107193,27,139
0,27,139
0,27,37
0,27,53
0,27,139
2.721277041810744,27,163
2.721277041810744,55,93
0.344445782761057,27,163
0.344445782761057,55,93
0,55,35
0.208851775107141,55,35
0,55,35
0,55,73
0,55,73
0.444655267413619,55,73
0.035136175282223,55,115
0,55,83
0,55,115
0,26,55
0,26,79
0,26,39
0,26,39
0,26,135
0,26,135
0,36,33
0,36,33
0,36,33
0,36,19
0,36,19
0,36,19
0,36,19
0,50,11
0,50,11
0,50,11
0,50,11
0,50,11
0,50,11
0,50,11
0,50,11
0,50,15
0,50,15
0,50,19
0,33,7
0,23,17
0,23,7
0,23,7
0,23,25
0,23,25
0,23,25
0.214587726549821,23,25
0.214587726549821,23,27
0,23,19
0,23,9
0,23,9
0,23,29
0,23,29
0,41,23
0,41,1
0.007126974793966,41,1
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,59
0,16,59
0,16,59
0,56,29
0,56,29
0,56,29
3.600686614824709,56,3
3.600686614824709,56,29
0.646331713435462,56,3
0,56,3
0,56,3
0,56,33
0,56,33
0,56,33
0,56,33
0,56,5
0,56,11
0.108365848198942,56,11
0.119269802199883,56,11
0,56,11
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,93
0,46,137
0,46,117
0,46,119
0,46,119
0,46,115
0,46,115
0,46,57
0,46,57
0,46,39
0,46,57
0,46,39
0,46,39
0,27,73
0,27,173
0,27,85
0.076294567338112,27,85
0,27,85
0,27,85
0.99718708991614,27,19
0.99718708991614,27,139
0.343943072201877,27,139
0,27,37
0,55,93
0.269767464024906,55,33
0.270171225272168,55,33
0.270823483014919,55,33
0.27283747118776,55,33
0.274390462845774,55,33
0.221235838572423,55,35
0.191149403842343,55,35
0,55,19
0,55,19
0,55,29
0,26,55
0,26,19
0,26,55
0,26,55
0,26,39
0,26,119
0,26,135
0,26,39
0,26,135
0,26,1
0,26,1
0,26,1
0,50,11
0,50,19
0,50,19
0,50,19
0,50,19
0,50,19
0.041491427726869,33,7
0,33,7
0,33,7
0,33,7
0,23,7
0,23,17
0,23,7
0,23,17
0.114117720076424,23,25
0,23,25
0,23,25
0.113031768541343,23,25
0,23,25
0,23,25
0,23,25
0,23,27
0,23,19
0.181467635615984,23,19
0,23,29
0,41,23
0,16,3
0,16,3
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,85
0,16,59
0,16,59
0,16,59
0,30,57
0,56,29
0,56,29
0,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
0,56,5
0,56,5
0,56,11
0,56,11
0,56,11
0,56,11
0.099740242747001,46,19
0.099740242747001,56,11
0.099740242747001,56,11
0,46,19
0,46,19
0,46,19
0,46,19
0,46,19
0,46,19
0,46,93
0,46,93
0,46,93
0,46,137
0,46,137
0,46,41
0,46,117
0,46,59
0,27,173
0.183288020664998,27,23
0.183288020664998,27,129
0.183288020664998,27,173
0.163439334078977,27,129
0.031606120360396,27,129
0.309169237564884,27,129
0.114100286450026,27,85
0.114100286450026,27,129
0.107772465808893,27,85
0.093420406081061,27,85
0,27,19
2.145227211751279,55,93
0,55,93
0,55,93
0,55,93
0,55,33
0,55,19
0,55,73
0,55,115
0,26,55
0,26,55
0,26,79
0,26,39
0,26,39
0,26,135
0,26,135
0,26,135
0,26,1
0,26,1
0,36,89
0,36,89
0,36,89
0,36,89
0.010892962473273,36,89
0,36,33
0,36,33
0,50,15
0,50,15
0,50,19
0,50,19
0,50,19
0,50,19
0,33,7
0,33,7
0,33,7
0.007599185979243,33,7
0.007626523854157,33,7
0.007853456068343,33,7
0,23,17
0,23,7
0,23,7
0,23,7
0,23,7
0,23,19
0,23,9
0,23,19
0,23,9
0,23,9
0,23,29
0,16,87
0,16,85
0,16,37
0,16,85
0,16,37
0,16,85
0,16,37
0.043423237040169,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,30,1
0,30,1
0,56,29
0.486316660816341,56,3
0.486316660816341,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
1.016056004140431,56,33
0,56,5
0,46,19
0,56,11
0,56,11
0,46,19
0,46,93
0,46,93
0,46,93
0,46,137
0.322536470012828,46,41
0.322536470012828,46,117
0.322536470012828,46,137
0.322275984027809,46,117
0.316986939548331,46,41
0.316986939548331,46,117
0,46,119
0,46,119
0,46,115
0,46,57
0,27,73
0,27,173
0,46,39
0,27,173
0,27,85
0.091452660261417,27,85
0,27,85
0,27,37
0,55,33
0,55,35
0,55,19
0,55,115
0,26,1
0,26,1
1.223234611152238,36,89
0,36,89
0,36,89
0.326975869677922,36,89
0,36,89
0,50,19
0,23,17
0,33,7
0,23,17
0,23,17
0,23,17
0,23,19
0,23,9
0,23,29
0,23,29
0,23,29
0,16,3
0,16,3
0,16,3
0,16,3
0,16,3
0,16,85
0,16,59
0,16,59
0,56,29
0,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0,56,5
0,56,11
0,56,11
0,56,11
0,46,19
0,46,19
0,46,137
0,46,137
0,46,59
0,46,25
0,46,39
0,27,23
0,27,173
0,27,129
0,55,35
0.401909402084095,55,73
0.042646591716701,55,115
0,55,115
0,26,1
0,36,89
1.223373011078814,36,89
0,36,89
0,36,89
0,36,33
0,36,19
0,36,19
0,36,19
0,36,19
0,50,15
0,50,19
0,23,7
0,23,7
0,23,25
0,23,25
0.211391219913218,23,25
0,23,19
0,23,9
0,23,9
0,23,29
0.007247222725347,41,1
0,16,85
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,85
0,16,59
0,30,1
0,56,3
0.226145429390643,56,3
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
1.026761981487714,56,33
2.987309809541158,56,5
0,46,93
0,46,137
0,46,137
0,46,137
0,46,137
0.321072813879736,46,41
0.321072813879736,46,117
0,46,57
0.018504395104318,46,57
0,27,129
0,27,129
0.26648988004643,27,19
0,27,53
0,27,139
0,27,139
0,27,53
0,27,139
0.293805446354155,55,33
0,55,33
0.213248468855497,55,35
0.224024179586355,55,35
0.465879865795985,55,35
0,55,35
0,55,19
0.53710289840119,55,73
0.381291236537494,55,73
0.431307570468664,55,73
0,55,115
0.126050154216766,55,115
0,55,115
0,55,29
0,26,79
0,26,79
0,26,1
0,26,1
0,26,1
0,36,89
0,36,89
0,36,19
0,36,33
0,50,11
0,50,13
0.041388840546675,33,7
0.041388840546675,50,9
0,23,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,25
0,23,19
0,23,19
0,23,19
0,23,19
0,23,9
0,23,9
0,23,9
0,41,23
0,41,1
0.007364163748491,41,1
0,41,1
0,16,85
0,16,85
0,16,85
0,16,37
0,16,37
0,16,85
0,16,37
0,16,37
0,16,59
0,56,29
0,56,29
0,56,29
0,56,3
0,56,3
0,56,3
0,56,33
0,56,5
0,56,11
0,56,11
0,56,11
0,46,19
0,46,19
0,46,93
0,46,137
0,46,137
0.329106847016126,46,55
0.329106847016126,46,137
0,46,69
0,46,69
0,46,69
0,46,69
0.249264782270514,46,115
0,46,115
0,46,25
0,46,25
0,46,57
0,27,173
0.152682788633818,27,129
0,27,129
0,27,129
0,27,85
0,27,37
2.144145288358172,55,93
0,55,93
0,55,93
0.772871487962108,55,93
0.772871487962108,55,93
0,55,93
0,55,33
0,55,19
0.475591892826286,55,73
0.475591892826286,55,115
0,55,115
0,55,29
0,26,19
0,26,89
0,26,55
0,26,135
0,26,1
0,26,1
0,26,1
0,36,89
0,36,19
0,50,19
0,50,19
0,50,19
0,50,19
0,50,9
0,33,7
0,33,7
0,23,17
0,23,19
0,23,19
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,16,85
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,59
0,16,59
0,16,59
0,16,59
0,56,3
0,56,3
0,56,33
0,56,33
1.041136789909396,56,33
0,56,11
0,56,11
0,56,11
0,46,19
0,46,137
0,46,137
0,46,137
0,46,137
0,46,41
0,46,119
0,46,25
0,46,57
0,46,57
0,46,57
0.018074981410422,46,57
0,46,57
0,46,39
0,27,129
0,27,37
0,27,37
2.994089520954942,27,37
0,55,33
0,55,93
0,55,35
0.155232877776757,55,35
0,55,19
0,55,35
0,55,73
0,55,115
0,55,115
0.153707986832108,55,115
0,55,115
0,55,29
0,26,19
0,26,79
0,26,137
0,26,39
0,26,137
0,26,39
0,26,1
0,36,89
0,36,89
0,50,7
0,50,11
0,50,11
0,50,11
0,50,15
0,50,19
0,50,19
0,50,19
0.040790377664446,33,7
0.040790377664446,50,9
0,33,7
0,33,7
0,33,7
0,23,17
0,23,17
0,23,7
0,23,7
0,23,7
0,23,7
0,23,25
0,23,25
0.113944611429471,23,25
0.113349299323455,23,25
0,23,25
0,23,27
0.21047935736356,23,27
0.21047935736356,23,25
0.21047935736356,23,27
0,23,25
0,23,27
0,23,19
0,23,25
0,23,27
0,23,19
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,41,23
0,16,87
0,16,85
0,16,85
0,16,85
0,16,37
0,16,85
0,56,29
0,56,29
0,56,3
0,56,3
0,56,33
0,56,33
0,56,33
1.054737485325068,56,33
0,56,11
0,46,19
0,46,55
0,46,119
0,46,119
0.24902085508066,46,115
0,46,25
0,46,57
0,46,57
0,46,39
0,27,129
0,27,129
0.080473123487024,27,85
0.080473123487024,27,143
0,27,37
0,27,37
3.201767883793861,27,37
0,55,93
0,55,93
0.543447522239861,55,33
0,55,33
0,55,35
0,55,35
0,55,35
0,55,19
0,55,19
0,55,19
0.390076277015227,55,115
0.113346937964315,55,115
0,55,115
0,55,115
0,55,29
0,26,19
0.33189258263795,36,89
0,36,89
0,36,33
0,36,89
0,36,33
0,50,7
0,50,11
0,50,15
0,50,15
0,33,7
0,33,7
0,33,7
0.007561044838438,33,7
0,23,17
0,23,17
0,23,17
0,23,17
0.078094908437445,23,25
0,23,25
0,23,25
0,23,25
0,23,27
0,23,25
0,23,25
0,23,27
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,16,87
0,16,87
0,16,3
0,16,3
0,16,85
0,16,85
0,16,85
0,16,37
0,16,85
0,16,37
0,16,59
0.043683005589335,16,59
0,16,59
0,56,29
0,56,29
0.479702869649117,56,29
0,56,29
0.486316660816341,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
0,56,33
4.520844101614628,56,5
0.099112875125493,46,19
0,46,93
0.414623415014076,46,117
0.414623415014076,46,119
0,46,119
0,46,119
0,46,69
0,46,69
0,46,59
0,46,59
0,46,115
0,46,25
0,46,25
0,27,129
0.084910912274967,27,85
0,27,143
0,27,19
0,27,143
0.197755754310153,27,19
0.340320687832849,27,19
0.340320687832849,27,139
0,27,139
0,55,35
0,55,35
0,55,19
0,55,115
0,26,19
0.406496908339853,26,39
0,26,39
0,26,1
0,36,89
0.011221787268568,36,89
0,36,33
0,36,33
0,36,33
0,36,33
0,36,33
0,36,19
0,50,13
0,50,7
0,50,13
0,50,11
0,50,11
0,50,15
0,50,15
0,50,19
0,33,7
0,33,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,25
0.07972187579749,23,25
0.079355653359637,23,25
0,23,25
0,23,27
0,23,19
0,23,19
0,23,27
0,23,19
0,23,19
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,41,23
0,41,23
0,41,1
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,59
0,16,59
0,16,59
0,56,29
0,56,3
0,56,33
0,56,33
0,56,33
0,56,5
0,46,19
0,46,93
0.329313260145756,46,55
0.329313260145756,46,137
0,46,119
0,46,119
0,46,119
0,46,59
0,46,59
0,46,59
0,46,115
0,46,57
0,27,173
0,27,19
0,27,139
0,27,37
0,27,37
0.638180586036842,55,93
0,55,93
0.541082657754455,55,33
0,55,35
0,55,19
0,55,19
0,55,19
0,55,73
0,55,73
0,55,73
0.427292436169459,55,73
0,55,73
0,55,83
0,26,19
0,26,19
0,26,19
0,26,55
0,26,55
0,26,79
0,26,39
0,26,39
0,26,1
0,36,89
1.223427424079818,36,89
0,36,19
0,36,33
0,36,19
0,36,19
0,50,13
0,50,13
0,50,19
0,50,19
0,50,19
0,50,19
0,33,7
0,33,7
0,23,17
0,33,7
0.085520161601877,23,25
0.135659337506423,23,25
0,23,25
0,23,25
0,23,27
0.21013788416441,23,27
0,23,27
0,23,27
0,23,27
0,23,19
0,23,9
0,23,9
0,23,9
0,23,29
0,23,29
0,41,23
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,37
0,16,37
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0,16,59
0.475646242321964,56,29
0.480922271620282,56,29
0,56,5
0,56,5
0,56,5
0,56,11
0,56,11
0,46,19
0,46,93
0,46,93
0,46,137
0,46,137
0.414675732878739,46,117
0,46,117
0,46,119
0,46,119
0,46,69
0,46,25
0,46,25
0,46,25
0,46,57
0,46,39
0,46,39
0.56675187728278,27,173
0,27,129
0,27,173
0.150483341296047,27,129
0.150483341296047,27,173
0.150237074065814,27,129
0.150237074065814,27,173
0,27,129
0,27,129
0,27,129
0.338852060144487,27,19
0.338852060144487,27,139
0,55,93
0,55,93
0.608126488340722,55,93
0.268646423142675,55,33
0.269083550046394,55,33
0,55,35
0,55,19
0,55,19
0.316399973264956,55,73
0.296540619338368,55,73
0.042109795348534,55,115
0,55,29
0,55,29
0,26,19
0,26,89
0,26,79
0,26,39
0,26,39
0,26,1
1.223476754495942,36,89
0,36,89
0,36,33
0,36,33
0,36,33
0,36,33
0,36,33
0,36,19
0.355345505178262,36,19
0,36,19
0,50,13
0,50,13
0,50,15
0,50,15
0,50,15
0,50,15
0,50,15
0,50,15
0,50,15
0,50,5
0,50,5
0,50,9
0.007511568529787,33,7
0,33,7
0,33,7
0,33,7
0,23,17
0,23,17
0,23,7
0,23,25
0,23,25
0,23,19
0,23,19
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0.007696638171814,41,1
0,16,3
0,16,3
0,16,3
0,16,59
0,16,37
0,16,37
0,16,37
0,16,37
0,16,59
0.04352728157826,16,59
0,16,59
0,16,59
0,56,29
0.489634814042258,56,29
0.477337259834415,56,29
0,56,29
0,56,33
1.069102535177717,56,33
0,56,5
0,56,5
0,56,5
0,56,5
0,56,11
0,56,11
0.10981197795311,56,11
0,46,19
0,46,93
0,46,93
0.329895869508829,46,137
0,46,117
0,46,69
0,46,69
0,46,69
0,46,59
0,46,59
0,46,59
0,46,115
0,46,25
0,46,57
0,27,173
0,46,39
0,27,173
0,27,173
0,27,173
0,27,129
0,27,173
0,27,139
0,27,139
0,27,139
0,55,35
0,55,73
0.425088921071514,55,73
0.264988747352444,55,73
0,55,83
0.216818268818077,55,83
0.182220004939769,55,83
0,55,83
0,26,19
0,26,79
0,26,79
0,26,79
0,26,79
0,26,135
0,26,135
0,26,1
0,26,1
0,36,89
0,36,33
0,36,19
0.320671489495752,36,19
0,50,15
0,50,15
0,50,19
0,50,19
0,50,5
0,50,19
0,50,5
0,50,19
0,50,5
0,50,19
0,50,5
0.042771791863388,33,7
0.042771791863388,50,9
0,33,7
0,33,7
0,23,17
0,23,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,7
0,23,27
0,23,27
0,23,19
0,23,19
0,23,19
0,23,19
0,23,19
0,23,19
0,23,19
0.176962232246204,23,19
0.176962232246204,23,19
0.176962232246204,23,27
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,41,23
0,41,23
0,41,23
0,16,3
0,16,3
0.34786892518978,16,85
0.117842090353878,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,37
0,16,59
0,16,37
0,16,59
0,16,59
0,16,59
0.043473928262654,16,37
0.043473928262654,16,59
0,16,59
0,16,59
0,56,29
0,56,33
0,56,33
0,56,33
0,56,33
0.111927361243134,56,11
0.111580674967142,56,11
0,56,11
0,46,19
0,46,19
0,46,93
0,46,117
0,46,41
0,46,117
0,46,117
0,46,119
0,46,69
0,46,69
0,46,115
0,46,115
0,46,57
0,46,57
0,46,57
0.017283513202307,46,57
0,46,57
0,46,39
0,27,173
0,27,85
0,27,143
0,27,85
0,27,143
0,27,143
0.143033114152681,27,19
2.146004421837565,27,37
2.146004421837565,27,49
2.146004421837565,55,93
0,55,93
0,55,93
0,55,93
0,55,93
0,55,93
0,55,35
0.380382762184914,55,73
0,55,73
0,36,89
0,36,89
0,36,89
0,36,89
0,36,33
0,36,33
0,36,33
0,36,33
0,36,19
0.357488187679526,36,19
0.351040139307167,36,19
0,50,7
0,50,11
0,50,15
0,50,15
0,23,17
0,23,7
0,23,7
0,23,7
0,23,11
0,23,11
0,23,25
0,23,11
0.33444625416979,23,27
0.33444625416979,23,27
0,23,19
0,23,19
0,23,19
0,23,19
0,23,27
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,23,29
0,41,23
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,16,37
0,16,37
0,16,37
0.055678285793774,16,37
0,16,59
0,30,31
0.225935391442606,56,3
0,56,33
0,56,33
0,56,5
0,56,11
0,56,11
0,46,19
0.091687028484657,46,19
0,46,93
0,46,93
0,46,93
0.333641581743389,46,55
0.333641581743389,46,137
0,46,119
0,46,69
0,46,69
0,46,59
0,46,69
0,46,59
0.248777404831865,46,115
0,46,115
0,46,57
0,46,39
0,27,173
0,27,129
0,27,19
0,27,19
0.345831635510301,27,19
0.345831635510301,27,139
0.50884934288921,55,93
0.50884934288921,55,93
0,55,93
0,55,93
0,55,33
0,55,33
0,55,35
0,55,35
0,55,19
0,55,19
0.330918927336505,55,73
0.343426833623971,55,73
0.040166227768173,55,73
0,55,73
0,55,115
0.339296110233128,36,89
0,36,89
0,36,19
0,36,33
0,36,19
0.361928632718502,36,19
0,50,11
0,50,15
0,50,11
0,50,15
0,50,11
0,50,15
0,50,15
0,33,7
0,33,7
0,23,17
0,23,17
0,23,7
0,23,7
0,23,25
0,23,25
0,23,25
0,23,27
0,23,19
0,23,9
0,23,9
0,23,9
0,23,9
0,23,9
0,23,9
0,23,9
0,23,29
0,23,29
0,23,29
0,23,29
0,16,87
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,85
0,16,37
0,56,29
0,56,29
0,56,29
0,56,29
0.48756996294592,56,29
0,56,3
0,56,3
0,56,3
0,56,3
0,56,3
0,56,33
0,56,33
0,56,33
0,56,33
0,56,5
0,56,5
4.56946799643988,56,5
0,56,5
0,56,11
0,56,11
0.098433981247095,46,19
0,46,19
0,46,137
0.334082917503261,46,55
0.334082917503261,46,137
0,46,117
0,46,119
0,46,59
0,46,59
0,46,59
0,46,59
0,46,115
0,46,25
0,46,39
0,27,173
0,27,173
0,27,173
0,27,143
0,27,139
0,27,139
2.652996358821849,27,37
0.320173235710753,55,33
0,55,33
0,55,19
0,55,35
0,55,19
0.205995718452771,55,73
0,55,73
0,55,97
0,26,19
0,26,55
0,26,19
0,26,55
0,26,55
0,26,1
0,36,89
0.012282408035686,36,33
0.012282408035686,36,89
0.299352981443343,36,19
0.299352981443343,50,13
0,50,13
0,50,15
0,50,9
0,50,9
0,50,9
0,33,7
0,23,17
0,23,7
0,23,7
0,23,25
0.087741675274825,23,25
0,23,25
0.13554618644799,23,25
0,23,11
0,23,25
0,23,11
0,23,25
0,23,19
0,23,19
0,23,19
0.176907954172146,23,19
0.176907954172146,23,19
0.176907954172146,23,27
0,23,19
0,23,9
0,23,9
0,23,19
0.645188739303825,16,87
0.645188739303825,41,1
0,16,87
0,16,87
0,16,3
0,16,3
0,16,85
0,16,85
0,16,85
0,16,59
0,16,37
0,16,59
0,16,59
0,30,1
0,30,57
0,56,3
0,56,3
0,56,3
0,56,3
0,56,33
0,56,33
0,56,5
0,56,11
0,56,11
0,46,19
0,46,19
0,46,93
0,46,93
0,46,93
0,46,117
0,46,119
0,46,69
0,46,69
0,46,69
0,46,59
0,46,115
0,46,115
0,46,115
0,46,25
0,46,57
0,46,57
0,46,39
0,46,39
0,46,39
