PERCENT_WA,STATEFP,COUNTYFP
0,30,35
0,30,101
0,30,41
0,30,41
0,30,41
0,30,41
0,30,5
0,30,105
0,30,105
0,30,105
0,30,19
0,30,19
0,30,91
0,30,91
0,38,23
0,38,23
0,38,13
0,38,13
0,38,13
0,38,75
0,38,9
0,38,9
0,38,95
0,38,19
0,38,19
0,38,67
0.273057120995483,38,67
0.292492297485532,38,67
0,27,135
0,27,135
0,27,135
0,53,47
0,53,47
0,53,47
0,53,47
0,53,19
0,53,47
0,53,19
0.061077634998835,53,65
0.034570896726315,16,21
0,16,21
0,30,53
0,30,53
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
0,30,29
0,30,29
0.001723181183991,30,35
0,30,35
0,30,101
0,30,101
0,30,51
0,30,101
0,30,51
0,30,51
0,30,41
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,38,23
0,38,23
0,38,23
0,38,23
0,38,23
0.11859262335772,38,13
0,38,9
0,38,9
0,38,75
0,38,9
0,38,9
0,38,79
0,38,95
0,38,95
0,38,95
0,38,19
0,38,19
0,38,19
0,38,19
2.895022975212401,38,19
0.260989950573739,38,67
0,27,135
0,27,135
0,27,77
0,27,77
0.061681706379482,27,77
0.061681706379482,27,77
0,53,47
0,53,47
0,53,19
0.009395851872979,53,19
0,53,19
0,53,19
0,53,65
0.060947528897968,53,65
0,53,65
0,16,21
0,16,21
0,30,53
0,30,53
0.039284969241547,30,53
0,30,35
0,30,101
0,30,101
0,30,41
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,38,23
0,38,13
0,38,13
0,38,75
0.896375203989789,38,75
0.363777135165869,38,9
0,38,9
0,38,9
0,38,9
0,38,79
0,27,69
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,53,51
0,53,51
0.03462968837437,16,21
0,16,21
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,29
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,41
0,30,41
0,30,41
0,30,5
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,105
0,30,19
0,30,19
0,30,19
0,30,91
0,30,91
0,30,91
0,30,91
0,30,91
0,38,13
0,38,75
0,38,75
0.218584345046854,38,9
0,38,9
0,38,19
0,38,19
0.245493567822513,38,19
0,38,19
0.266641690942875,38,67
0.263837886681,38,67
0,27,69
0,27,69
0,27,135
0,27,135
0,53,19
0.154782377944741,53,51
0,53,51
0,16,21
0,30,53
0,30,53
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
0,30,29
0,30,35
0,30,35
0,30,101
0,30,5
0,30,5
0,30,5
0,30,71
0,30,105
0,30,105
0,30,105
0,30,105
0,30,105
0,30,19
0,30,91
0,30,91
0,38,23
0,38,23
0,38,23
0,38,13
0,38,13
0.211208215874581,38,13
0.895160087777419,38,75
0,38,9
0,38,9
0,38,79
0,38,79
0,38,95
0.242835643943772,38,19
0.264757127872481,38,67
0.447350160758231,38,67
0,27,135
0,27,135
0,27,77
0,27,77
0,53,19
0,30,53
0,30,53
0,30,35
0.001447852023527,30,35
0,30,35
0,30,101
0,30,51
0,30,51
0,30,51
0,30,51
0,30,51
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,105
0,30,105
0,30,19
0,30,19
0,30,91
2.197429977641046,38,23
0,38,9
0,38,9
0,38,95
0,38,19
3.313933481808844,38,19
0,38,19
0,27,135
0,27,135
0,27,135
0,27,77
0,53,47
0,53,47
0,53,47
0,53,19
0.042510663354583,53,19
0.042510663354583,53,65
0,53,65
0,16,21
0,16,21
0,16,21
0,16,21
0,16,21
0,16,21
0.039231980502665,30,53
0,30,29
0,30,29
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,101
0,30,101
0,30,51
0,30,51
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,19
0,30,19
0,38,13
0,38,13
0,38,13
0,38,13
0,38,13
0,38,75
0.091193088495065,38,9
0,38,79
0,38,19
0,38,19
0.453636264432674,38,67
1.21140125811965,27,69
1.21140125811965,38,67
0,27,69
0,27,135
0,27,77
0.119570315293586,53,47
2.274589246658124,53,47
0,53,19
0.042286805071652,53,19
0.042286805071652,53,65
0,53,19
0,53,65
0,53,51
0,53,51
0.03466738012285,16,21
0,16,21
0,30,29
0,30,29
0,30,29
0,30,29
0,30,101
0,30,101
0,30,41
0,30,41
0,30,5
0,30,105
0,30,105
0,30,105
0,30,19
0,30,91
0,30,91
0,30,91
0,38,23
0,38,23
0,38,23
0,38,75
0,38,9
0,38,9
0,38,9
0,38,9
0,38,79
0,38,79
0,38,19
0,38,19
0,38,19
0,38,19
0,38,19
0,38,67
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,77
0,27,77
0,27,77
0,27,77
0,27,77
1.077335583164033,53,47
0,53,47
0,53,47
0,53,47
0,53,19
0,53,47
0.01137180409466,53,19
0.060804907135944,53,65
0,53,65
0,53,51
0,53,65
0,53,51
0,53,51
0,53,51
0,30,53
0,30,53
0,30,35
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,105
0,30,19
0,30,19
0,30,91
0,30,91
0,30,91
0,30,91
0,38,23
11.415110499004738,38,23
0,38,23
0,38,13
0,38,13
0.893343577916518,38,75
0,38,9
0,38,9
1.035004801153209,38,9
0,38,9
0,38,95
0,38,95
0,38,67
0,38,67
0.480276167514936,38,67
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,77
0,27,77
0,53,47
0.009429407195129,53,19
0,53,19
0,53,65
0,53,65
0,30,35
0,30,35
0,30,101
0,30,5
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,105
0,30,19
0,30,19
0,30,91
0,38,23
14.233540591999272,38,23
0,38,75
0,38,9
0,38,79
0,38,79
0,38,79
0,38,19
0,38,19
0,38,19
0,38,19
0.244618760454198,38,19
0,27,69
0,27,135
0,27,135
0,27,135
0,27,77
0,53,47
1.076690008594474,53,47
0,53,47
0,53,65
0,53,65
0,53,51
0,53,51
0.155184677775295,53,51
0,16,21
0,16,21
0,16,21
0.034682218294312,16,21
0,16,21
0,16,21
0,30,53
0,30,53
0,30,53
0,30,35
0,30,35
0.001409199715874,30,35
0,30,35
0,30,101
0,30,5
0,30,5
0,30,105
0,30,105
0,30,91
0,30,91
0,30,91
0,38,23
0,38,23
0.762779696104542,38,13
0.245813232931374,38,19
0,38,67
0,27,135
0,27,77
0,53,47
0,53,47
0,53,51
0,16,21
0,30,53
0,30,53
0,30,53
0,30,53
0,30,29
0,30,35
0,30,35
0,30,35
0,30,51
0,30,71
0,30,19
0,30,19
0,38,23
0,38,13
0,38,13
0,38,19
0.230247927444963,38,19
0.230247927444963,38,67
0,38,67
0,27,69
0,27,135
0,27,77
0,27,135
0,53,47
0,53,19
0.009548762127255,53,19
0,53,65
0,30,53
0,30,53
0.040639203684322,30,53
0.065273537625691,30,53
0,30,53
0,30,53
0,30,53
0,30,35
0,30,101
0,30,101
0,30,101
0,30,101
0,30,101
0,30,101
0,30,51
0,30,51
0,30,41
0,30,5
0,30,71
0,30,71
0,30,71
0,30,71
0,30,71
0,30,71
0,30,19
0,38,13
0.943462624417948,38,13
0.255559469196517,38,13
0.111927361243135,38,13
0,38,13
0.343795360333011,38,9
0.343795360333011,38,75
1.046671352588934,38,9
0,38,9
0,38,9
0,38,9
0,38,79
0,38,79
0,38,95
0,38,19
0,38,19
0,38,67
0,27,135
0,27,135
0,27,135
0,27,77
0,27,135
0.009597572471533,53,19
0,53,65
0,53,65
0,16,21
0,16,21
0,16,21
0,16,21
0.073313730219192,30,53
0,30,53
0,30,35
0,30,101
0,30,101
0,30,41
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,105
0,30,19
0,30,19
0,30,19
0,30,91
0,38,23
0,38,23
0,38,13
0,38,23
0,38,13
0,38,9
0,38,75
0,38,19
0,38,67
0,38,67
0,27,69
0,27,69
0,27,135
0,27,135
0,27,135
0,27,135
0.01106139376592,53,19
0.010906471182862,53,19
0.009686700266689,53,19
0,53,65
0,53,65
0,16,21
0.034800143445605,16,21
0,30,53
0,30,35
0,30,35
0,30,35
0,30,51
0,30,51
0,30,51
0,30,41
0,30,51
0,30,41
0,30,41
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,19
0,30,19
0,30,19
0.895265916938437,38,13
0,38,9
0,38,9
0,38,19
0,38,19
0,38,67
1.210579345160091,27,69
1.210579345160091,38,67
0,27,69
0,27,135
0,27,77
0,27,135
0.060796324553384,53,65
0,30,53
0,30,53
0.040612864645913,30,53
0,30,29
0,30,29
0.001630514410224,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,51
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,91
0,38,23
0,38,13
0,38,9
0,38,79
0,38,79
0,38,95
0,38,95
0,38,19
0,27,77
0,53,65
0,53,51
0,53,51
0,53,51
0,16,21
0,30,53
0,30,53
0,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,41
0,30,41
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,71
0,30,105
0,30,19
0,30,91
0,30,91
0,38,23
0,38,23
15.657847733576403,38,23
0,38,9
0,38,79
0,38,19
0,53,47
0,53,47
0,53,19
0,53,51
0,53,51
0.155275145346832,53,51
0,16,21
0,16,21
0,16,21
0,16,21
0.034825794501514,16,21
0.074589609483377,30,53
0,30,53
0,30,53
0,30,35
0,30,35
0,30,35
0,30,41
0,30,5
0,30,105
0,30,19
0,30,19
0,30,91
0,30,91
15.884927216635132,38,23
15.43716907849489,38,23
0,38,23
0,38,23
0,38,19
0,38,19
0,38,19
0,38,19
0,27,69
0,27,77
0,27,135
0,53,19
0,16,21
0,16,21
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
0,30,29
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,30,19
0,30,91
0,38,13
1.00862169342158,38,13
0,38,13
0,38,13
0,38,75
0,38,9
0.105461280016227,38,9
0,38,9
0,38,19
0,38,19
0,38,19
0.678413895140528,38,67
0,38,67
0,27,135
0,27,135
0,27,135
0,27,135
0,27,135
0,27,77
0,53,47
0,53,47
0,53,47
0,53,47
0,53,51
0,53,51
0,16,21
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
0,30,35
0,30,35
0,30,101
0,30,101
0,30,51
0,30,101
0,30,5
0,30,71
0,30,71
0,30,105
0,30,105
0,30,19
0,30,19
0,30,19
0,38,23
0,38,13
0,38,13
0,38,13
0.889632697111132,38,75
0,38,75
1.049405820817052,38,9
0,38,9
0,38,95
0,38,95
0,38,19
0,27,77
0,27,77
0,53,47
0,53,47
1.076246624698725,53,47
0,53,47
0.042024441615062,53,19
0.042024441615062,53,65
0,53,65
0.060762250676793,53,65
0,16,21
0,16,21
0,30,29
0,30,29
0,30,35
0,30,101
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,71
0,30,105
0,30,19
0,30,91
0,30,91
0,30,91
0,30,91
0,30,91
0,30,91
0,30,91
0,38,23
21.926859744844975,38,23
16.359435885675968,38,23
0,38,13
1.083448728010113,38,13
0.31197109864577,38,9
0,38,9
0,38,79
0,38,79
0,38,19
0,38,19
0,38,19
0.586888425347964,38,67
0.488694454031706,38,67
0,27,69
0,27,69
0,27,69
0,27,69
0,27,135
0,27,135
0,53,47
0,53,19
0,53,19
0,53,19
0,53,65
0,53,65
0.060757184052129,53,65
0,53,51
0,16,21
0,53,51
0,16,21
0,16,21
0.034834637761016,16,21
0,30,29
0,30,29
0,30,29
0,30,35
0,30,101
0,30,101
0,30,41
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,105
0,30,19
0,30,19
0,38,23
0,38,23
0,38,23
0,38,23
1.202384451228723,38,13
1.310259913933532,38,13
0,38,9
0,38,9
0,38,79
0,38,95
0,38,95
0,38,95
0,27,69
0,27,69
0,27,135
0,53,47
0,53,19
0,53,19
0,53,65
0,16,21
0,16,21
0,30,29
0,30,29
0,30,29
0,30,29
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,35
0,30,41
0,30,51
0,30,41
0,30,41
0,30,41
0,30,41
0,30,41
0,30,41
0,30,41
0,30,5
0,30,71
0,30,71
0,30,71
0,30,19
0,30,105
0,30,19
0,30,19
0,30,19
0,30,19
0,30,19
0,30,19
0,30,19
0,30,91
0,30,91
0,30,91
0,30,91
0,38,23
0.198752535672446,38,23
0,38,23
0,38,23
0,38,23
0,38,23
0,38,13
0,38,13
0,38,13
0,38,13
0,38,95
0,38,19
0,38,67
0,27,135
0,27,77
0,27,135
0,27,77
0,27,77
0,27,77
0,53,19
0,53,51
0.076366431987763,30,53
0,30,53
0,30,29
0,30,35
0,30,101
0,30,101
0,30,101
0,30,41
0,30,41
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,105
0,30,91
0,30,91
0,38,13
1.057132651065154,38,9
0,38,79
0,38,79
0,38,95
0,38,95
0,38,19
0,27,69
0,38,67
0,27,69
0,27,69
0,27,135
0,27,135
0,27,135
0,27,77
0,27,77
1.075548699762799,53,47
0,53,47
0,53,19
0,53,19
0.041811271747297,53,19
0.041811271747297,53,65
0.155954185320646,53,51
0,53,51
0,16,17
0,16,21
0,16,17
0,16,21
0,16,21
0,16,21
0,16,21
0,16,21
0,30,53
0.004286766969515,30,35
0,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,51
0,30,41
0,30,41
0,30,5
0,30,5
0,30,71
0,30,105
0,30,105
0,30,91
0,38,23
0.150850155667586,38,23
0,38,23
0,38,13
0,38,13
0,38,13
0,38,13
0,38,9
0,38,9
0,38,9
0,38,19
0,38,19
0,38,67
0,27,69
0,27,135
0,27,135
0,27,135
0,53,47
0,53,47
0,53,51
0,53,51
0,53,51
0,16,21
0,30,53
0,30,53
0.040593132761684,30,53
0.040593132761684,30,53
0,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,5
0,30,71
0,30,71
0,30,105
0,30,19
0,30,19
0,38,23
0,38,23
0,38,13
0,38,79
0.913941363494443,38,79
0,38,95
0,38,95
0,38,19
0,38,67
0,27,69
0,27,69
0,27,135
0,27,135
0,27,135
0,53,47
0,53,47
0,53,47
0,53,65
0,53,51
0,53,65
0,53,51
0.034900949858193,16,21
0,16,21
0,30,53
0.080374704339592,30,53
0,30,53
0,30,53
0,30,35
0,30,101
0,30,101
0,30,41
0,30,41
0,30,41
0,30,71
0,30,19
0,30,19
0.379533503820594,38,23
0,38,13
0,38,9
0,38,9
0,38,95
0,38,95
0,38,19
0,38,67
0.931994285685791,38,67
1.209866890286254,27,69
1.209866890286254,38,67
0,27,135
0,27,77
0,27,135
0,27,77
0,53,19
0,53,65
0,53,51
0,16,21
0,16,21
0,30,53
0,30,53
0,30,35
0,30,35
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,19
0,30,105
0,30,19
0,30,19
0,30,91
0,30,91
0,30,91
0,38,23
0,38,23
0,38,23
0,38,23
0,38,13
0,38,13
0,38,13
0,38,13
0,38,13
0,38,13
0,38,95
0,27,69
0,27,69
0,27,69
0,27,135
0,27,77
0,27,135
0,27,77
0,53,47
0,53,47
0,53,47
0,53,47
0,53,19
0,53,19
0,53,19
0,53,65
0,53,65
0,53,65
0,53,51
0,16,17
0,16,21
0,16,17
0,16,21
0,30,53
0,30,53
0,30,53
0,30,53
0,30,53
0,30,29
0,30,29
0,30,35
0,30,35
0,30,35
0,30,35
0,30,101
0,30,101
0,30,101
0,30,51
0,30,71
0,30,71
0,30,71
0,30,71
0,30,105
0,30,19
0,30,105
0,30,19
0,38,23
0,38,23
0,38,23
0,38,13
0.083542050761426,38,13
0,38,75
0,38,9
0,38,95
0,38,95
0,38,95
0,38,95
0,38,19
0,27,135
0,27,77
0,53,47
0,53,47
0,53,19
0,53,65
0,53,65
0.06073509078184,53,65
0,53,65
0,16,17
0,16,17
0,16,21
0,16,21
0,16,21
0,30,53
0,30,53
0,30,53
0,30,29
0,30,35
0,30,101
0,30,101
0,30,51
0,30,101
0,30,51
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,19
0,38,23
0,38,23
0,38,23
0,38,9
0,38,9
0,38,95
3.690134967631542,38,19
0,38,19
0,38,67
0,38,67
0,38,67
1.208869315786162,27,69
1.208869315786162,38,67
0,53,19
0,53,19
0,53,65
0,53,65
0.06074317079223,53,65
0,53,51
0.156064440208575,53,51
0,16,17
0,30,53
0,30,53
0,30,53
0.040351210041295,30,53
0,30,53
0.085702804273034,30,53
0,30,35
0,30,35
0,30,35
0,30,41
0,30,41
0,30,41
0,30,41
0,30,5
0,30,41
0,30,5
0,30,5
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,19
0,30,105
0,30,19
0,30,105
0,30,19
0,30,19
0,30,19
0,30,19
0,30,19
0,30,91
0,30,91
0,38,23
0,38,13
0,38,13
0,38,75
0,38,95
0,38,19
0,38,19
0,38,67
0,27,69
0,27,135
0,27,77
0,27,77
0,53,47
0,53,47
0,53,47
0,53,65
0,53,51
0,16,21
0,16,21
0,16,21
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
0,30,29
0,30,35
0,30,35
0,30,51
0,30,41
0,30,41
0,30,41
0,30,5
0,30,5
0,30,71
0,30,71
0,30,71
0,30,71
0,30,71
0,30,105
0,30,105
0,30,105
0,30,91
0,30,91
0,30,91
0,30,91
0,30,91
0.063919170657128,38,23
0,38,23
0,38,75
0,38,9
0,38,75
0,38,95
1.208846135952325,27,69
1.208846135952325,38,67
0,27,69
0,27,135
0,53,47
0,53,47
0,53,65
0,53,65
0.156210850561044,53,51
0,16,17
0,53,51
0,16,17
0,16,17
0,16,21
0,16,21
0,30,53
0,30,29
0,30,35
0,30,35
0,30,35
0,30,35
0,30,41
0,30,41
0,30,41
0,30,5
0,30,91
0,38,23
0,38,13
0,38,9
0,38,95
0,38,95
0,38,19
0,27,135
0,27,135
0,27,77
0,27,77
0,53,19
0,16,17
0,16,17
0,16,17
0,16,21
0,16,17
0,16,21
0,16,21
0,16,21
0,30,53
0,30,29
0,30,29
0,30,29
0,30,35
0,30,35
0,30,35
0,30,5
0,30,19
0,30,19
0,38,23
0,38,13
0,38,13
0,38,13
0,38,9
0,27,69
0,27,135
0,27,135
0,27,135
0,53,47
0,53,65
0,53,65
0,16,17
0,30,29
0,30,29
0,30,35
0,30,35
0,30,41
0,30,41
0,30,41
0,30,5
0,30,41
0,30,5
0,30,5
0,30,71
0,30,105
0,30,105
0,30,91
0,38,13
0,38,13
0,38,75
0,38,9
0,38,75
0,38,9
0,38,95
0,38,95
0,38,19
0,38,19
0,38,19
0,27,69
0,27,135
0,27,135
0,27,135
0,53,47
0,53,65
0,53,51
0,16,17
0,16,17
0,16,17
0,16,21
0,16,17
0,16,21
0,30,53
0.089975777623061,30,53
0,30,53
0,30,29
0,30,29
0,30,29
0,30,29
